episode,reward,length
597,-21.0,3056
598,-21.0,3056
599,-21.0,3304
600,-21.0,3408
601,-21.0,3056
602,-21.0,3296
603,-21.0,3056
604,-21.0,3296
605,-21.0,3056
606,-19.0,3758
607,-21.0,3304
608,-21.0,3168
609,-21.0,3056
610,-21.0,3056
611,-21.0,3296
612,-21.0,3648
613,-21.0,3300
614,-20.0,3373
615,-21.0,3056
616,-21.0,3056
617,-21.0,3296
618,-21.0,3056
619,-21.0,3056
620,-21.0,3168
621,-21.0,3300
622,-21.0,3056
